Candidate predictor,Nonevent,Event,Perfect separation,Description
O208,89.83825748165415,70.6092812625513,No,Other haemorrhage in early pregnancy
J118,159.68528189400524,135.167225488111,No,"Influenza with other manifestations, virus not identified"
Z305,170.61408226036065,119.43774408721758,No,Surveillance of (intrauterine) contraceptive device
N832,130.95810186856133,88.93139451670477,No,Other and unspecified ovarian cysts
Z348,88.45345631638972,81.89338650025037,No,Supervision of other normal pregnancy
Z358,76.7843986351869,61.58163182154391,No,Supervision of other high-risk pregnancies
N390,163.55626810628527,212.90341197494348,No,"Urinary tract infection, site not specified"
O998,81.29569593706762,43.91877034263077,No,"Other specified diseases and conditions complicating pregnancy, childbirth and the puerperium"
Z488,145.5071447346628,98.75487927080141,No,Other specified surgical follow-up care
Z480,148.7679381232326,122.46112591259775,No,Attention to surgical dressings and sutures
O321,60.74560240806351,61.44984753665099,No,Maternal care for breech presentation
Z301,144.08342670660747,150.24596235353488,No,Insertion of (intrauterine) contraceptive device
697,9.530442119571529,1.2763155364709056,No,Insertion of intrauterine contraceptive device
9789,71.81142377184477,8.581859069266155,No,Removal of other therapeutic device
A689,185.6274057136592,39.62646098576569,No,"Relapsing fever, unspecified"
Z349,85.5377696114845,74.49957273926431,No,"Supervision of normal pregnancy, unspecified"
O441,61.84586242438326,19.2513659671637,No,Placenta praevia with haemorrhage
K297,147.70718003777105,156.5313467072272,No,"Gastritis, unspecified"
B019,159.9265518820853,137.28376148995616,No,Varicella without complication
L239,163.5197031014724,203.82347284061294,No,"Allergic contact dermatitis, unspecified cause"
Z369,75.1353815880336,90.93993547485316,No,"Antenatal screening, unspecified"
Z359,69.29594034971532,88.7112510685938,No,"Supervision of high-risk pregnancy, unspecified"
O329,46.758906434799606,69.76233783755046,No,"Maternal care for malpresentation of fetus, unspecified"
O149,58.73672640940027,9.015470402055982,No,"Pre-eclampsia, unspecified"
O721,45.06179965438562,113.835392584812,No,Other immediate postpartum haemorrhage
O364,76.71958616479027,214.86826108165246,No,Maternal care for intrauterine death
O300,18.474892236480166,79.74176263039998,No,Twin pregnancy
O640,45.64390108041683,89.47749071064476,No,Obstructed labour due to incomplete rotation of fetal head
J069,142.30116381299104,164.62292842992252,No,"Acute upper respiratory infection, unspecified"
Z875,82.14849794205567,103.46752949472139,No,"Personal history of complications of pregnancy, childbirth and the puerperium"
8926,52.63306657293381,1.3657580934947202,No,Gynecological examination
Z353,99.81694122662277,86.83220968305895,No,Supervision of pregnancy with history of insufficient antenatal care
O211,105.09056918741013,77.00839717155752,No,Hyperemesis gravidarum with metabolic disturbance
O330,83.30970714929317,0.8439230101333147,No,Maternal care for disproportion due to deformity of maternal pelvic bones
O984,143.58785156987378,109.30443827801655,No,"Viral hepatitis complicating pregnancy, childbirth and the puerperium"
Z33,147.21211836181774,60.56069731763382,No,"Pregnant state, incidental"
K299,160.00344779282634,130.91543687779233,No,"Gastroduodenitis, unspecified"
N342,225.7017519396578,160.48270934901367,No,Other urethritis
8908,60.70255396159356,25.31253652495627,No,Other consultation
O335,97.95821831267271,54.37479362552268,No,Maternal care for disproportion due to unusually large fetus
7532,26.545882867798714,0,Yes,Fetal EKG (scalp)
O470,73.83301863237641,63.639288974817596,No,False labour before 37 completed weeks of gestation
Z719,138.24306520982722,102.90320843041239,No,"Counselling, unspecified"
O757,123.70662367317934,5.765296813087351,No,Vaginal delivery following previous caesarean section
O159,50.77895217493011,10.870055324918932,No,"Eclampsia, unspecified as to time period"
Z350,77.32551522734526,83.81174294265733,No,Supervision of pregnancy with history of infertility
Z380,52.13176083593166,100.5991172496961,No,"Singleton, born in hospital"
O000,123.17544250432104,91.38261160667086,No,Abdominal pregnancy
A09,154.81937576155426,125.02036637631421,No,Diarrhoea and gastroenteritis of presumed infectious origin
8909,64.35073531058512,31.561069356108625,No,"Consultation, not otherwise specified"
K30,137.46056331555405,151.84049814003635,No,Dyspepsia
K036,160.7174868514356,188.23302135828965,No,Deposits [accretions] on teeth
O367,92.49369773871211,29.888537925975093,No,Maternal care for viable fetus in abdominal pregnancy
O641,60.15319264146644,1.1300885075317553,No,Obstructed labour due to breech presentation
D649,119.26368667232742,80.8026082958603,No,"Anaemia, unspecified"
P229,104.60588165199161,2.2677868380553634,No,"Respiratory distress of newborn, unspecified"
K529,160.10414307562064,113.1468316559702,No,"Noninfective gastroenteritis and colitis, unspecified"
Z549,159.0850805584409,51.170738165913185,No,Convalescence following unspecified treatment
O840,80.65891639662776,0,Yes,"Multiple delivery, all spontaneous"
757,10.991550040612818,0,Yes,"Manual exploration of uterine cavity, postpartum"
O349,94.75317321490546,5.840743592581831,No,"Maternal care for abnormality of pelvic organ, unspecified"
A91,136.01473191398384,216.04452587017784,No,Dengue haemorrhagic fever
O410,55.108067833499085,36.373265724878394,No,Olihydramnios
O244,90.13113655047349,27.16886193463998,No,Diabetes mellitus arising in pregnancy
O289,45.41162027508333,12.838324682183469,No,"Abnormal finding on antenatal screening of mother, unspecified"
Z352,78.0846674286946,50.124626603714674,No,Supervision of pregnancy with other poor reproductive or obstetric history
J019,163.3998418606436,106.80973918808189,No,"Acute sinusitis, unspecified"
N760,173.9022741848947,108.99655265972578,No,Acute vaginitis
9915,62.46728521129124,15.381509535137141,No,Parenteral infusion of concentrated nutritional substances
O363,10.580761492762075,88.20029417123217,No,Maternal care for signs of fetal hypoxia
O224,81.50231366624311,53.76651479181503,No,Haemorrhoids in pregnancy
758,4.258030969884104,0.49917965490277394,No,Obstetric tamponade of uterus or vagina
A010,159.45775142538565,185.96414405239915,No,Typhoid fever
O16,93.93149525058499,54.9897505556152,No,Unspecified maternal hypertension
6902,42.40166857440705,86.41404134439638,No,Dilation and curettage following delivery or abortion
Z302,101.11395453567708,90.60043517526992,No,Sterilization
598,55.57987351681308,0.9958419778324662,No,Ureteral catheterization
897,52.0781517507829,49.306715929467785,No,General physical examination
O993,14.233935386726436,17.737280262518013,No,"Mental disorders and diseases of the nervous system complicating pregnancy, childbirth and the puerperium"
R509,153.10658370335244,129.99076829626839,No,"Fever, unspecified"
O339,71.49486231124935,32.94317618999526,No,"Maternal care for disproportion, unspecified"
9903,51.689502619648586,3.478816207074415,No,Other transfusion of whole blood
Z000,162.70586410174803,106.21793096482104,No,General medical examination
7569,17.04383816742644,0,Yes,Repair of other current obstetric laceration
O680,36.69291414941478,137.28544770995774,No,Labour and delivery complicated by fetal heart rate anomaly
E86,180.9143929661747,110.36883755404106,No,Volume depletion
Z018,148.28050031058507,130.6822724724935,No,Other specified special examinations
R69,197.50028298008775,125.32282124102346,No,Unknown and unspecified causes of morbidity
9912,55.78870978210946,3.6200683840081123,No,Immunization for allergy
O600,77.40635602605123,17.231891488470556,No,Preterm labour without delivery
O479,68.72344698948163,49.42299102900917,No,"False labour, unspecified"
O369,53.88992544224869,41.31652848651041,No,"Maternal care for fetal problem, unspecified"
O996,70.6954447725818,76.75524821816589,No,"Diseases of the digestive system complicating pregnancy, childbirth and the puerperium"
Z099,138.2654079686214,192.49728919963093,No,Follow-up examination after unspecified treatment for other conditions
O621,6.994035731595529,112.24659376528211,No,Secondary uterine inertia
A419,116.00969813695252,62.35005346161835,No,"Septicaemia, unspecified"
7534,26.80804790563018,3.5514649408105456,No,Other fetal monitoring
M069,152.32961902040745,159.7902744793369,No,"Rheumatoid arthritis, unspecified"
9922,51.54619220617765,0,Yes,Injection of other anti
J00,151.36169747538426,150.6956895484238,No,Acute nasopharyngitis [common cold]
K050,160.08643333841027,108.81751743556887,No,Acute gingivitis
O268,97.89166260267439,39.41936639377207,No,Other specified pregnancy-related conditions
8628,67.83537821143508,0,Yes,"Nonexcisional debridement of wound, infection, or burn"
I10,120.2461634655973,208.79063932001318,No,Essential (primary) hypertension
H109,174.3292424615179,117.6092447888576,No,"Conjunctivitis, unspecified"
Z320,100.1153428055216,65.6455316075084,No,"Pregnancy, not (yet) confirmed"
Z355,111.91270809658145,44.203991573912816,No,Supervision of elderly primigravida
J40,162.49135980582165,107.50308804986044,No,"Bronchitis, not specified as acute or chronic"
H811,167.66273258046652,86.14835097290104,No,Benign paroxysmal verti
H521,176.07756450011433,199.49735162752222,No,Myopia
Z710,154.53415932651305,24.300679329455296,No,Person consulting on behalf of another person
O13,48.64783745146707,40.50972628462212,No,Gestational [pregnancy-induced] hypertension without significant proteinuria
L029,164.1968700779273,163.7562279664569,No,"Cutaneous abscess, furuncle and carbuncle, unspecified"
O860,89.19070912100493,182.51359678347902,No,Infection of obstetric surgical wound
O440,68.35764572282274,16.75407133674681,No,Placenta praevia specified as without haemorrhage
O120,74.83263935638965,21.040399537518596,No,Gestational oedema
K041,152.87489179262707,116.93069198228898,No,Necrosis of pulp
K040,154.00220655881907,119.45594825297337,No,Pulpitis
N946,149.2226370338208,124.15756556600138,No,"Dysmenorrhoea, unspecified"
Z012,155.26799063243047,163.2129845033853,No,Dental examination
O345,93.8382997889933,36.270147442567946,No,Maternal care for other abnormalities of gravid uterus
J459,132.7813216465937,135.5100663113337,No,"Asthma, unspecified"
O995,69.14128414923528,12.71118935813162,No,"Diseases of the respiratory system complicating pregnancy, childbirth and the puerperium"
O994,77.33762541071088,4.438146671458531,No,"Diseases of the circulatory system complicating pregnancy, childbirth and the puerperium"
E149,126.46256543801772,147.72047171266473,No,Unspecified diabetes mellitus without complications
E119,119.02036286603011,15.960641336788656,No,Non-insulin-dependent diabetes mellitus without complications
Z489,163.17393851942833,200.58758240259726,No,"Surgical follow-up care, unspecified"
L010,156.38292829214674,125.97173805214719,No,Impeti [any organism] [any site]
O234,139.8547097044994,133.35012149211107,No,Unspecified infection of urinary tract in pregnancy
8749,67.73584265391369,107.69452069794353,No,Other chest x
F419,163.92371465387214,0,Yes,"Anxiety disorder, unspecified"
R101,117.91242186698635,10.67776689586137,No,Pain localized to upper abdomen
R202,149.57194266991394,17.671100878773974,No,Paraesthesia of skin
Z014,140.67311220921727,76.21119959488671,No,Gynaecological examination (general) (routine)
Z356,82.15319752470643,215.01610470178093,No,Supervision of very young primigravida
9764,32.5226687331503,0.2684286808145551,No,Removal of other urinary drainage device
9775,34.58812601946601,0.4122661397245352,No,Removal of vaginal or vulvar packing
I500,128.5428547893472,150.39956306927414,No,Congestive heart failure
H669,162.4738250839238,100.31094513703734,No,"Otitis media, unspecified"
I259,143.7908986818814,144.15432906519072,No,"Chronic ischaemic heart disease, unspecified"
O140,46.84848558272199,67.3195780833249,No,Moderate pre-eclampsia
A90,158.20630997222815,238.71002921699895,No,Dengue fever [classical dengue]
Z390,136.2278189179343,214.6342855334595,No,Care and examination immediately after delivery
O151,34.43950825609544,0,Yes,Eclampsia in labour
R11,156.4532335617643,91.0359034792561,No,Nausea and vomiting
R53,169.998722510177,119.31796921577981,No,Malaise and fatigue
Z304,145.50332105806086,79.46318431084116,No,Surveillance of contraceptive drugs
M545,149.40594638723996,111.7705080271467,No,Low back pain
T784,155.86345764830324,77.561654679872845,No,"Allergy, unspecified"
K021,160.08497129642546,147.39546532201106,No,Caries of dentine
O830,110.06229289285083,0,Yes,Breech extraction
Z309,140.30327082408544,152.36109912821925,No,"Contraceptive management, unspecified"
R500,169.374997221456,193.86823263654043,No,Fever with chills
G819,145.57171613616418,4.575130400526108,No,"Hemiplegia, unspecified"
Z392,123.68257064666281,235.3878504356459,No,Routine postpartum follow-up
7271,3.7108608382672084,0,Yes,Vacuum extraction with episiotomy
D24,137.90517200748997,145.59085728176694,No,Benign neoplasm of breast
O730,61.34319317111757,141.68377922985266,No,Retained placenta without haemorrhage
O235,105.21789960136194,44.39442005499908,No,Infections of the genital tract in pregnancy
O219,106.58740282006875,77.10332049349127,No,"Vomiting of pregnancy, unspecified"
O654,78.01071295714452,0.0944911182523068,No,"Obstructed labour due to fetopelvic disproportion, unspecified"
H660,151.11091043775886,120.03065084742789,No,Acute suppurative otitis media
7171,16.370103940729976,11.796963568195164,No,Suture of laceration of vulva or perineum
O40,89.00893847091652,19.656729232096758,No,Polyhydramnios
B379,156.91569580218606,79.67532402233778,No,"Candidiasis, unspecified"
K36,135.9736908429891,93.93656117238545,No,Other appendicitis
N898,156.3390140435741,108.86410180016352,No,Other specified noninflammatory disorders of vagina
O618,0,227.62911203024572,Yes,Other failed induction of labour
J111,161.32057991402058,177.1144153068748,No,"Influenza with other respiratory manifestations, virus not identified"
O669,68.68476644364937,71.41398585681502,No,"Obstructed labour, unspecified"
O325,31.24149858759941,50.16953713300882,No,Maternal care for multiple gestation with malpresentation of one fetus or more
Z372,19.63128649956318,36.48590725980962,No,"Twins, both liveborn"
Z300,159.6135875200608,101.56280738275261,No,General counselling and advice on contraception
N926,153.16138737148472,121.44718571839744,No,"Irregular menstruation, unspecified"
O263,121.50740431697693,0,Yes,Retained intrauterine contraceptive device in pregnancy
K029,160.75199282280602,230.16731174919138,No,"Dental caries, unspecified"
O901,61.77595623516296,155.43007294522374,No,Disruption of perineal obstetric wound
I959,162.65091488448917,142.1074033227954,No,"Hypotension, unspecified"
N899,148.9456000518567,55.543310025038565,No,"Noninflammatory disorder of vagina, unspecified"
D259,138.4336870645731,137.90846509458635,No,"Leiomyoma of uterus, unspecified"
9671,37.87858514764263,0,Yes,Continuous invasive mechanical ventilation for less than 96 consecutive hours
H522,175.2563583859809,200.6022593175562,No,Astigmatism
K053,176.7001844326087,162.00044622186365,No,Chronic periodontitis
I849,160.24704201312002,6.368324391514267,No,Unspecified haemorrhoids without complication
O681,42.0848137556133,5.380646511976117,No,Labour and delivery complicated by meconium in amniotic fluid
N709,172.5436353197734,105.75913438325082,No,"Salpingitis and oophoritis, unspecified"
K051,159.7301604775836,127.55049020297966,No,Chronic gingivitis
K011,162.60580534384385,180.39917459656502,No,Impacted teeth
O334,21.671114143223388,0,Yes,Maternal care for disproportion of mixed maternal and fetal origin
O988,78.90268699493868,56.632528830336824,No,"Other maternal infectious and parasitic diseases complicating pregnancy, childbirth and the puerperium"
N840,142.84902313510398,118.24047328985758,No,Polyp of corpus uteri
6909,61.853044869745354,120.62820833646103,No,Other dilation and curettage of uterus
J100,169.5500551586954,218.6454181882107,No,"Influenza with pneumonia, influenza virus identified"
K052,163.69178073905042,91.56830535427936,No,Acute periodontitis
Z354,133.60330326713643,17,No,Supervision of pregnancy with grand multiparity
9054,47.317812141234995,15.429824599764158,No,"Microscopic examination of blood, Parasitology"
R104,154.84557890752075,120.13634572737112,No,Other and unspecified abdominal pain
O060,121.90118298317869,97.10434874635916,No,"Unspecified abortion, incomplete, complicated by genital tract and pelvic infection"
M139,152.70868391159516,150.99608743623997,No,"Arthritis, unspecified"
K006,170.27977826881718,80.78515667164073,No,Disturbances in tooth eruption
K044,166.87480235430812,64.10842749740846,No,Acute apical periodontitis of pulpal origin
O659,21.330772385610796,58.4078888634188,No,"Obstructed labour due to maternal pelvic abnormality, unspecified"
M792,169.8787916045768,161.94895049627496,No,"Neuralgia and neuritis, unspecified"
O985,63.0532675421242,2.23606797749979,No,"Other viral diseases complicating pregnancy, childbirth and the puerperium"
O662,2.705987513099909,16.816087183924203,No,Obstructed labour due to unusually large fetus
R042,141.92211383568795,NA,Yes,Haemoptysis
O020,114.52753145246201,169.69910970380454,No,Blighted ovum and nonhydatidiform mole
H531,184.03265930117718,120.49374986189817,No,Subjective visual disturbances
O759,81.48426186391363,167.07769903951834,No,"Complication of labour and delivery, unspecified"
H527,160.63894614972656,155.8127472164006,No,"Disorder of refraction, unspecified"
Z038,157.19717705388868,52.48326165191325,No,Observation for other suspected diseases and conditions
O053,68.13908071051448,48.04804240637664,No,"Other abortion, incomplete, with other and unspecified complications"
K296,159.3836004681636,111.16312626816156,No,Other gastritis
K759,132.19057037677646,9.991107156978261,No,"Inflammatory liver disease, unspecified"
G430,168.8881375824371,103.8984828418688,No,Migraine without aura [common migraine]
Z017,129.899684381977,23.78468363499578,No,Laboratory examination
D62,137.01151875609463,6.301951105637329,No,Acute posthaemorrhagic anaemia
K359,141.05712786740315,91.64966742144533,No,"Acute appendicitis, unspecified"
K37,153.23785786316196,4.6475800154489,No,Unspecified appendicitis
Q339,3.365215494537508,6.978239988230079,No,"Congenital malformation of lung, unspecified"
Z363,106.81087789184498,37.24844960437423,No,Antenatal screening for malformations using ultrasound and other physical methods
Q210,62.3519173827653,70.71045452722419,No,Ventricular septal defect
J200,181.2114476962128,122.40375019858689,No,Acute bronchitis due to Mycoplasma pneumoniae
O439,45.75547581924051,100.81265735569558,No,"Placental disorder, unspecified"
J122,155.13091139390866,79.84689296265368,No,Parainfluenza virus pneumonia
N739,161.36857887239495,58.84892380777522,No,"Female pelvic inflammatory disease, unspecified"
K291,157.80171458219442,195.83345987659143,No,Other acute gastritis
Q501,131.2251262758798,99.44659950871197,No,Developmental ovarian cyst
8879,73.70787808119233,84.22443283318675,No,Other diagnostic ultrasound
J180,161.3115749609382,139.0294117800312,No,"Bronchopneumonia, unspecified"
O320,64.5311799380986,112.66358462164601,No,Maternal care for unstable lie
B909,101.67925028359676,214.27603263473793,No,Sequelae of respiratory and unspecified tuberculosis
J450,168.31471908406914,130.6425522151009,No,Predominantly allergic asthma
O311,10.806452320937982,63.68052932473344,No,Continuing pregnancy after abortion of one fetus or more
O620,91.52122136957145,19.256857109191156,No,Primary inadequate contractions
D500,161.72146699153987,108.13976846567374,No,Iron deficiency anaemia secondary to blood loss (chronic)
P027,20.353571115233247,8.497325782535672,No,Fetus and newborn affected by chorioamnionitis
J039,166.5657348037568,108.81758731108846,No,"Acute tonsillitis, unspecified"
I219,189.4169560969996,3.2506409624359724,No,"Acute myocardial infarction, unspecified"
O468,77.1626474642109,5.7340027798029425,No,Other antepartum haemorrhage
O341,219.6783894734336,170.40357325413626,No,Maternal care for tumour of corpus uteri
N809,147.82256979759597,66.90001352707733,No,"Endometriosis, unspecified"
K292,202.56763269732488,1.1547005383792515,No,Alcoholic gastritis
A090,196.51961054965474,144.33073078345043,No,Other and unspecified gastroenteritis and colitis of infectious origin
H814,156.7353591328267,206.41687624171047,No,Verti of central origin
I519,148.48541399248919,178.03861940601539,No,"Heart disease, unspecified"
B354,157.25827853683043,96.07900000741182,No,Tinea corporis
O034,80.08030012036124,99.09346968892373,No,"Spontaneous abortion, incomplete, without complication"
B373,181.77934495372054,22.737241320290877,No,Candidiasis of vulva and vagina
O035,55.17132084584022,77.00554879652859,No,"Spontaneous abortion, complete or unspecified, complicated by genital tract and pelvic infection"
O265,90.394334263246,33.23401871576773,No,Maternal hypotension syndrome
B509,130.83799661320495,83.94878475319616,No,"Plasmodium falciparum malaria, unspecified"
8876,70.7593554395677,24.503425768576427,No,Diagnostic ultrasound of abdomen and retroperitoneum
T140,172.9418126665892,116.31370994375135,No,Superficial injury of unspecified body region
9783,47.91996442796403,1.6169041669088866,No,Removal of abdominal wall sutures
K020,160.6662854640566,248.09849318131816,No,Caries limited to enamel
O121,135.7889661693222,0,Yes,Gestational proteinuria
O713,113.86620260979196,0,Yes,Obstetric laceration of cervix
T384,156.69064634367425,200.7856789935201,No,Poisoning by oral contraceptives
N912,154.4582110405692,156.93368176201204,No,"Amenorrhoea, unspecified"
O909,86.12825884696717,145.6297343248264,No,"Complication of the puerperium, unspecified"
J020,165.46759076986484,103.90545613239304,No,Streptococcal pharyngitis
N921,159.63475154729255,178.2598689716249,No,Excessive and frequent menstruation with irregular cycle
H663,170.52770379203267,136.08501802965722,No,Other chronic suppurative otitis media
N938,155.2637180319363,201.07194736640594,No,Other specified abnormal uterine and vaginal bleeding
O340,123.24007466240536,15.185018779100584,No,Maternal care for congenital malformation of uterus
N23,163.1086760436201,165.5190393306836,No,Unspecified renal colic
N979,150.94267461995358,NA,Yes,"Female infertility, unspecified"
9131,64.25351525004933,21.861014716993264,No,"Microscopic examination of specimen from bladder, urethra, prostate,seminal vesicle, perivesical tissue, and of urine and semen, Bacterial smear"
Z308,155.8001360881714,190.02433428129044,No,Other contraceptive management
G442,157.8332326726817,114.39603473426581,No,Tension-type headache
O632,109.90736493056042,0.47047196889696474,No,"Delayed delivery of second twin, triplet, etc."
O419,179.32701856833395,0.30151134457776363,No,"Disorder of amniotic fluid and membranes, unspecified"
O109,50.11664454463561,184.27675839402679,No,"Unspecified pre-existing hypertension complicating pregnancy, childbirth and the puerperium"
P031,61.55235554483906,8.617369550565561,No,"Fetus and newborn affected by other malpresentation, malposition and disproportion during labour and delivery"
J398,172.40640900809427,32.51096681064657,No,Other specified diseases of upper respiratory tract
O703,10.526452467492911,0,Yes,Fourth degree perineal laceration during delivery
H520,190.12387345285498,146.28077856119918,No,Hypermetropia
9394,70.94498156092396,8.868266676535717,No,Respiratory medication administered by nebulizer
K089,141.31035568157827,80.06555755437856,No,"Disorder of teeth and supporting structures, unspecified"
Z097,144.40456535902211,14.400231479620967,No,Follow-up examination after combined treatment for other conditions
Z010,150.9238794374464,65.94186100087003,No,Examination of eyes and vision
